hydro_rum_name,label_abv,hydro_abv,additives_g_l,hydro_source
S.B.S Single Barrel Selection Barbados 2008 Marsala Cask (Foursquare),55,55,0,fat rum pirate
S.B.S The 1423 Single Barrel Selection Denmark 2014,50.6,50.5,0,fat rum pirate
S.B.SJamaica 2007 PX Cask Finish - The 1423 Single Barrel Selection,59,59,0,fat rum pirate
Sagatiba Cristalina Cachaca Pura,38,38,0,fat rum pirate
Sainsbury's Superior Dark Rum (Jamaica),37.5,38,0,fat rum pirate
Sainsbury's Taste the Difference Blended Golden Rum Aged 8 Years (Trinidad),40,40,0,fat rum pirate
Saint Benevolence Rum Clairin,50,50,0,fat rum pirate
Saint James 15y,43,42.2,0,decon
Saint James Aged 7 Years,43,43,0,fat rum pirate
Saint James Cuvée 1765,42,41.3,0,decon
Saint James Heritage,40,40,0,fat rum pirate
Saint James Reserve,43,42.3,0,decon
Saint James XO,43,43,0,fat rum pirate
Saint Lucia Distilleries 1931 Fifth Edition,46,46,0,rumshopboy
Saint Lucia Distilleries 1931 First Edition,43,43,0,rumshopboy
Saint Lucia Distilleries 1931 Fourth Edition,43,43,0,rumshopboy
Saint Lucia Distilleries 1931 Second Edition,43,43,0,rumshopboy
Saint Lucia Distilleries 1931 Sixth Edition,46,46,0,rumshopboy
Saint Lucia Distilleries 1931 Third Edition,43,39,16,rumshopboy
Saint Lucia Distilleries Chairman’s Reserve White,40,40,0,rumshopboy
Saliboa Cachaca,45.5,45,0,fat rum pirate
Samaroli Caribbean 2005 (Cuban),45,45,0,fat rum pirate
Samaroli Jamaica 2000 Rhapsody,45,45,0,decon
Samaroli Nicaragua 1995,45,45.2,0,decon
Sang Som Rum,40,37,12,rumshopboy
Santa Teresa 1796,40,40,0,fat rum pirate
Santa Teresa 1796 (2018 bottling),40,38,8,fat rum pirate
Santa Teresa Anejo Gran Reserva,40,38,8,fat rum pirate
Santa Teresa Bicentenario A.J.Vollmer,40,37.3,11,decon
Santa Teresa Linaje,40,38,8,fat rum pirate
Santa Terezinha Series Arte,43,43,0,fat rum pirate
Santiago de Cuba Anejo 7 Year Old,38,38,0,fat rum pirate
Santiago de Cuba Carta Blanca 3 Year Old,38,38,0,fat rum pirate
Santiago de Cuba Extra Anejo 12 Year Old,40,40,0,fat rum pirate
Santos Dumont XO Rum,40,22,58,fat rum pirate
Santos Dumont XO Super Premium Rum,40,22,58,fat rum pirate
Sapucaia Florida Ouro,40.5,41,0,fat rum pirate
Savanna Lotan 7 ans 2002,46,45.7,0,decon
SBS Barbados 2008 Rum (Foursquare),55,55,0,rumshopboy
Scotch Malt Whisky Society - R6.1 Spice at the Races,57.3,57.5,0,fat rum pirate
Sea Wynde,46,45.5,0,decon
Secret Treasures Old Guadeloupe 1992,42,42,0,decon
Selvarey Cacao,35,26.8,26,decon
Seven Fathoms Rum,40,40,0,rumshopboy
Silver Seal Dennery St Lucia,43,43,0,fat rum pirate
Single Barrel Selection Australia 2007,55,55,0,fat rum pirate
Single Barrel Selection Belize 2005,58,58,0,fat rum pirate
Single Barrel Selection Cuba 2012,52,52,0,fat rum pirate
Single Cask Community 5 Year Ex-Bourbon Cask 5 Year Ex-Sauternes (Foursquare,55.4,55.5,0,fat rum pirate
Sir Ranulph Fiennes' Great British Rum,40,40,0,fat rum pirate
Sister Isles Reserva Rhum,40,37,12,rumshopboy
Six Saints Caribbean Rum,41.7,41.7,0,fat rum pirate
Skotlander Hand Crafted Rum V,61.6,62,0,fat rum pirate
Skotlander Handcrafted Rum V Batch 2,47,47,0,fat rum pirate
Skotlander Rum I,40,39.8,0,decon
Skotlander White Rum,40,40,0,fat rum pirate
Smith & Cross,57,57,0,decon
Smith & Cross Jamaica Rum,57,57,0,fat rum pirate
Smooth Ambler Revelation Rum,49,49,0,fat rum pirate
SMWS R1.4 “Gets the Juices Flowing”,66.2,66.2,0,rumshopboy
SMWS R11.1: “Spicy Sweet Goodness”,57.5,57.5,0,rumshopboy
SMWS R11.2 “Absolutely Fabulous”,57.5,57.5,0,rumshopboy
SMWS R6.1 “Spice at the Races”,57.3,NA,0,rumshopboy
SMWS R6.2 “My Thai Spice in Bimshire”,56.8,57,0,rumshopboy
SMWS R7.1 “Welcome to Jamrock”,54,54,0,rumshopboy
SMWS R8.1: “A Tot In The Workshop”,57.5,57.5,0,rumshopboy
SMWS R8.2: “The Hunt Master Before Lunch”,57.5,57.5,0,rumshopboy
SMWS R8.3 “Fruit and Nut Case”,55,55,0,rumshopboy
SMWS R8.4: “Campfire in Nicaragua”,57.5,57.5,0,rumshopboy
SMWS R9.1: “Music For Rockers of Rum”,61.8,60,10,rumshopboy
SMWS R9.2 “Paddington Bear’s First Sip”,62,62,0,rumshopboy
Sparrow’s Premium Aged Rum,40,40,0,rumshopboy
Spice Hunter Boldest Spiced Rum,38,35,11,fat rum pirate
Spytail Ginger Rum,40,28,41,fat rum pirate
St. Abbs Captain’s Table XO,40,38,8,rumshopboy
St. Abbs White,40,40,0,rumshopboy
St. Lucia Distillers 1931 82anv. 3rd edt.,43,38.7,17,decon
St. Lucia Distillers 1931 85anv. 6th edt.,46,45.7,0,decon
St. Nicholas Abbey 10yo,40,40,0,rumshopboy
St. Nicholas Abbey 12y,40,40.9,0,decon
St. Nicholas Abbey 12yo,40,40,0,rumshopboy
St. Nicholas Abbey 15y,40,41.8,0,decon
St. Nicholas Abbey 15yo,40,40,0,rumshopboy
St. Nicholas Abbey 18yo,40,40,0,rumshopboy
St. Nicholas Abbey 20yo,40,40,0,rumshopboy
St. Nicholas Abbey 5y,40,41.1,0,decon
St. Nicholas Abbey 5yo,40,40,0,rumshopboy
St. Nicholas Abbey 5yo Cask Strength,60,60,0,rumshopboy
St. Nicholas Abbey 8yo,40,40,0,rumshopboy
Stolen Overproof Rum,61.5,62,0,fat rum pirate
Stroh 80,80,79,7,fat rum pirate
Sugar House White Rum,43,43,0,fat rum pirate
Tanduay Rum 1854,40,39.8,0,decon
Tellura Amburana,40,40,0,fat rum pirate
Tellura Prata,40,40,0,fat rum pirate
Thameside Signature Blend Premium Caribbean Rum,40,40,0,fat rum pirate
That Boutique-y Cachaca Company Novo Fogo Aged 3 Years,41.2,41,0,fat rum pirate
That Boutique-y Rum Company Blended Rum No.1 – Jamaica 9 Year Old Batch 1,55,55,0,fat rum pirate
That Boutique-y Rum Company Diamond Distillery (Versailles Still) 13 Year Old,56.1,56,0,fat rum pirate
That Boutique-y Rum Company Foursquare Distillery Barbados,53.7,54,0,fat rum pirate
That Boutique-y Rum Company Issan Rum Thailand,40,40,0,fat rum pirate
That Boutique-y Rum Company Labourdonnais Distillery Mauritius,49.8,50,0,fat rum pirate
That Boutique-y Rum Company O Reizinho Aged 3 Years,52.6,53,0,fat rum pirate
That Boutique-y Rum Company O Reizinho Distillery Unaged Batch 1,49.7,50,0,fat rum pirate
That Boutique-y Rum Company Secret Distillery #1 Jamaica,58,58,0,fat rum pirate
That Boutique-y Rum Company The London Distillery Company 1st Batch,44.6,44,0,fat rum pirate
That Boutique-y Rum Company Travellers Distillery Belize 10 Year Old,56.1,56,0,fat rum pirate
The Duchess Barbados 13yo (Foursquare),59,NA,0,rumshopboy
The Duchess Barbados Distilled at Foursquare Aged 18 Years,56.9,57,0,fat rum pirate
The Duchess Guyana Rum Aged 20 Years Armagnac Finish,50.8,51,0,fat rum pirate
The Duchess Guyana Rum Aged 28 Years,54.9,55,0,fat rum pirate
The Duchess Martinique 15 Years Old Rum,61,61,0,fat rum pirate
The Duchess Martinique 15yo,61,NA,0,rumshopboy
The Duchess Rum Guadeloupe Aged 19 Years,54.9,55.5,0,fat rum pirate
The Duchess Rum Jamaica WP Lluidas Vale Aged 12 Years,57.9,58,0,fat rum pirate
The Equiano Rum Co Afro-Caribbean Rum,43,43,0,fat rum pirate
The Legendary Alnwick Rum (2017),43,42.5,0,fat rum pirate
The Real McCoy 12 Year Old,40,40,0,fat rum pirate
The Real McCoy 12y,40,40.4,0,decon
The Real McCoy 3y,40,40.4,0,decon
The Real McCoy 5y,40,40.2,0,decon
The Real McCoy Aged 12 Years Distillers Cut,46,46,0,fat rum pirate
The Real McCoy Aged 12 Years Limited Edition Rum (Madeira and Bourbon Cask Aged Rum),46,46,0,fat rum pirate
The Real McCoy Aged 5 Years,40,40,0,fat rum pirate
The Real McCoy Rum Aged 3 Years,40,40,0,fat rum pirate
The Rum Swedes - Barbados 2000 (Rockley Still Style),58.8,58,0,fat rum pirate
The Scarlet Ibis,49,49,0,fat rum pirate
The Whisky Barrel Caroni Aged 19 Years BB&R 10th Anniversary,55,55,0,fat rum pirate
Thomas Tew,42,41.2,0,decon
Tiburon Rum,40,38,6,fat rum pirate
Tiki Lovers Dark Rum,57,57,0,fat rum pirate
Tilambic 151 Aged Overproof Rum,75.5,75.5,0,fat rum pirate
Top Spirits CBD Spiced Rum,54.5,54,0,fat rum pirate
Tres Hombres 8 Years Aged Edition 13 Barbados (Foursquare),43.1,43,0,fat rum pirate
Trois Rivières 1953,45,44.3,0,decon
Trois Rivières 8 Ans d'Age,42,40.8,0,decon
Trois Rivieres Cuvee de Moulin,40,40,0,fat rum pirate
Trois Rivières Millesime 1999,42,42,0,decon
Trois Rivières Rhum Vieux 5 ans,40,39.5,0,decon
Turmalina da Serra Carvalho,42,42,0,fat rum pirate
Ultimatum Foursquare Rum 3yo,46,NA,0,rumshopboy
Ultimatum Rum Guyana-Jamaica 6 Years Old Bowmore Finish,46,46,0,fat rum pirate
Ultimatum Rum Single Cask Guatemala Darsa 2004,46,46,0,fat rum pirate
Ultimatum Selected Rum - 50% Pot Still Blend,46,46,0,fat rum pirate
Ultimatum Single Cask Cuba Sanctii Spiritus 1999,46,46,0,fat rum pirate
Ultimatum Single Cask Fiji 2004,46,46,0,fat rum pirate
Ultimatum Single Cask Nicaragua 1999,46,46,0,fat rum pirate
Ultimatum Worthy Park Aged 10 Years,46,46,0,fat rum pirate
Uruapan Charanda Blanco Pure Single Agricola,46,46,0,fat rum pirate
Vale do Sol Organicos Cachaca Ouro,39.8,40,0,fat rum pirate
Vale Verde 12 Anos,40,39,0,fat rum pirate
VAT19,37.5,38,0,fat rum pirate
Velho Alambique Cabreuva,40,40,0,fat rum pirate
Velho Pescador Extra Premium Cachaca Aged 5 Years,38,38,0,fat rum pirate
Velier Albion 1994 17y,60.4,60.4,0,decon
Velier Blairmont 1991,56,57,0,decon
Velier Caroni 1994,62.3,63.1,0,decon
Velier Caroni 1998 15 Years,52,53,0,fat rum pirate
Velier Caroni 21 Year Old,57.18,57,0,fat rum pirate
Velier Caroni No Smoking 1998 Heavy Aged 16 Years,55,55,0,fat rum pirate
Velier Diamond 1999 15 Years,53.1,52.5,0,fat rum pirate
Velier Diamond and Port Mourant 1999,52.3,52.5,0,fat rum pirate
Velier Enmore 1987,56.6,58.8,0,decon
Velier Enmore 1995 16y,61.2,60.9,0,decon
Velier Enmore and Port Mourant 1998 EHPM,62.2,61.6,0,decon
Velier LBI 1985,40,35.8,16,decon
Velier MG 9 ans,49,47.9,0,decon
Velier National Rums of Jamaica Ltd Cambridge ST♥CE 2005,62.5,62.5,0,fat rum pirate
Velier National Rums of Jamaica Ltd Long Pond TECC 2007,62.5,63,0,fat rum pirate
Velier Port Mourant 1975,56.7,56,0,decon
Velier Port Mourant 1993,65,67,0,decon
Velier Port Mourant 1997 15y,65.7,65.2,0,decon
Velier Royal Navy Tiger Shark,57.18,57.5,0,fat rum pirate
Velier Royal Navy Very Old Rum,57.18,57.5,0,fat rum pirate
Velier UF30E 1985,60.7,60.3,0,decon
Velier Uitvlugt 1996 Modified GS,57.2,57.5,0,fat rum pirate
Virgin Gorda 1493,40,38,8,fat rum pirate
Virgin Holiday Spirit Rum,40,40,0,rumshopboy
Walter Hicks Navy Rum 125,71.4,71,0,fat rum pirate
Watson's Trawler Rum,40,38,8,fat rum pirate
Watson's Trawler Rum (Bought 2017),40,40,0,fat rum pirate
Weber Haus 7 Madeiras Premium Cachaca Blend,38,38,0,fat rum pirate
Weber Haus Cachaca Premium Black Aged 3 Years,40,40,0,fat rum pirate
West Indies Rum & Cane Merchants Jamaica XO Rum (Worthy Park) Single Cask (no2 bottle 324,46,46,0,fat rum pirate
Westerhall Estate Superb Light Rum,40,38.5,0,fat rum pirate
Westerhall Jack Iron,70,69,6,fat rum pirate
Westerhall Plantation Rum,43,41,8,fat rum pirate
Westerhall White Jack,70,69,6,fat rum pirate
Whisky Broker 16yo Rum at WIRD,57.6,NA,0,rumshopboy
Whisky Broker Diamond Distillery Aged 12 Years (MDXC) bottled 2017,62.4,63,0,fat rum pirate
Whiskybroker Rum Distilled at Diamond Distillery Guyana,63.5,64,0,fat rum pirate
Wild Tiger,42.86,42.6,0,decon
Wild Tiger Reserve Blend,40,39,0,fat rum pirate
William George Rum,43,43,0,fat rum pirate
William Hinton 3yo,40,36.4,0,rumshopboy
William Hinton Gold,40,40,0,rumshopboy
William Hinton Madeira Cask Finish,42,39.6,0,rumshopboy
William Hinton Portuguese Fortified Wine Cask Finish,42,42,0,rumshopboy
William Hinton Rum 6y (Carcavelos),42,40.7,0,decon
William Hinton Rum 6y (Maldita craft beer),42,41.1,0,decon
William Hinton Whisky Cask Finish,42,42,0,rumshopboy
William Hinton White,40,40,0,rumshopboy
WM Cadenhead Travellers Distillery (Belize) 9 Year Old Cask Strength,64.6,65,0,fat rum pirate
Wood's Old Navy Rum,57,57,0,fat rum pirate
World's End Navy 57,57,57,0,fat rum pirate
World's End Rum - Dark Spiced,40,25,50,fat rum pirate
Worthy Park 2007 12 Year Old Thompson Brothers for TWE,58,58,0,fat rum pirate
Worthy Park Series ??? Virgin Oak,55,55,0,rumshopboy
Worthy Park Series #2 Oloroso Cask Finish,59,59,0,rumshopboy
Worthy Park Series #3 Sherry Cask,57,57,0,rumshopboy
Worthy Park Series #4 Madeira Cask,58,58,0,rumshopboy
Worthy Park Series #5 Port Cask,56,56,0,rumshopboy
Worthy Park Single Estate 2006 Aged 12 Years,56,56,0,fat rum pirate
Worthy Park Single Estate Reserve,45,45,0,fat rum pirate
Worthy Park Special Cask Release Marsala Vintage 2012,60,60,0,fat rum pirate
Worthy Park Special Cask Release Oloroso,59,59,0,fat rum pirate
Worthy Park Special Cask Release Port,56,56,0,fat rum pirate
XM Special 12,40,35.5,17,decon
Yaguara Cachaca (Blue Bottle),41.5,41,0,fat rum pirate
Ypioca Cinco Chaves,39,39,0,fat rum pirate
Ypioca Prata (Cachaca),39,37,8,fat rum pirate
Zaya (Trinidad),40,34.5,20,decon
