hydro_rum_name,label_abv,hydro_abv,additives_g_l,hydro_source,name,company,country,ratings,score,type,rum_url,img_url,br_score,id,itemId,itemNumber,company_name,name2,price,volume,pricePerLiter,salesStart,packaging,seal,origin,countryOfOrigin,producer,supplier,vintage,alcoholByVolume,assortment,organic,kosher,base,price_per_liter_usd
NA,NA,NA,NA,NA,Ron Zacapa 2015 Reserva Limitada,Ron Zacapa,Guatemala,46,8.2,Aged,/brands/2267-ron-zacapa-2015-reserva-limitada,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/2267/small_Ron_Zacapa_Reserva_Limitada_2015_rum_400px.png,7.528090463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Ron Zacapa Reserva Limitada 2019,Ron Zacapa,Guatemala,15,8.1,Aged,/brands/8931-ron-zacapa-reserva-limitada-2019,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/8931/small_ron-zacapa-reserva-limitada-2019.png,6.676743451,4064601,24397484,40646,Ron Zacapa,Reserva Limitada 2019,919,700,1312.86,2019-10-18,Flaska,NA,NA,Guatemala,Añejos de Altura S.A.,Diageo Sweden AB,NA,45.00%,TSE,FALSE,FALSE,Sugar Cane,144.41459999999998
NA,NA,NA,NA,NA,Ron Zacapa Royal,Ron Zacapa,Guatemala,42,8.5,Aged,/brands/3957-ron-zacapa-royal,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/3957/small_Ron_zacapa_royal_rum_400px.png,7.714314769,8344501,14212171,83445,Ron Zacapa,Royal,2599,700,3712.86,2018-06-25,Flaska,NA,NA,Guatemala,Diageo plc,Diageo Sweden AB,NA,45.00%,BS,FALSE,FALSE,NA,408.4146
NA,NA,NA,NA,NA,Ron Zacapa Straight from the Cask Special Edition,Ron Zacapa,Guatemala,46,9.3,Aged,/brands/1072-ron-zacapa-straight-from-the-cask-special-edition,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/1072/small_Ron-Zacapa-23-Straight-from-the-Cask-Special-Edition-rum.png,8.412271828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Ron Zacapa XO,Ron Zacapa,Guatemala,669,8.7,Aged,/brands/854-ron-zacapa-xo,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/854/small_Ron_Zacapa_XO_rum_C.png,8.635218596,8677101,623027,86771,Ron Zacapa,XO,1159,700,1655.71,2011-12-01,Flaska,NA,NA,Guatemala,NA,Diageo Sweden AB,NA,40.00%,BS,FALSE,FALSE,NA,182.12810000000002
NA,NA,NA,NA,NA,Rosemont Blanc,Unknown,Canada,0,0,Light,/brands/8544-rosemont-blanc,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/8544/small_rosemont-blanc.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Rosemont Spiced,Unknown,Canada,6,5.7,Spiced,/brands/8509-rosemont-spiced,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/8509/small_rosemont-spiced.png,5.097385079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Rosemullion Distillery Gold 5-Year,Unknown,United Kingdom,1,7,Gold,/brands/11717-rosemullion-distillery-gold-5-year,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.957291548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Rougaroux 13 Pennies,Rougaroux,United States,2,7,Aged,/brands/1305-rougaroux-13-pennies,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/1305/small_Rougaroux_13_Pennies_rum.png,5.111713716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Rougaroux Full Moon Dark,Rougaroux,United States,9,7.9,Dark,/brands/1303-rougaroux-full-moon-dark,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/1303/small_Rougaroux_Full_Moon_Dark_rum.png,6.165595562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Rougaroux Sugarshine,Rougaroux,United States,9,8.7,Light,/brands/1304-rougaroux-sugarshine,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/1304/small_Rougaroux_Sugarshine_rum.png,6.521536451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Roulaison Amer Herbal Liqueur,Unknown,United States,1,6,Flavored,/brands/8044-roulaison-amer-herbal-liqueur,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/8044/small_roulaison-amer-herbal-liqueur.png,4.875512546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Roulaison Barrel Aged Reserve,Unknown,United States,1,6,Aged,/brands/7311-roulaison-barrel-aged-reserve,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/7311/small_roulaison-barrel-aged-reserve-single-barrel.png,4.875512546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Roulaison Overproof,Unknown,United States,0,0,Overproof,/brands/8043-roulaison-overproof,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/8043/small_roulaison-overproof.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Roulaison Traditional White,Unknown,United States,2,5.5,Unknown,/brands/8042-roulaison-traditional-white,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/8042/small_roulaison-traditional-white.png,4.884923396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Routa 1988 Premium,Unknown,Finland,4,8.3,Aged,/brands/5850-routa-1988-premium,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/5850/small_routa-premium-1988.png,5.701188807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Royale Hawaiian Pineapple,Royale Hawaiian,United States,0,0,Flavored,/brands/1619-royale-hawaiian-pineapple,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Royal Jamaican Blackstrap Dark,Royal Jamaican,Jamaica,7,6.3,Dark,/brands/4036-royal-jamaican-blackstrap-dark,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/4036/small_Royal_Jamaican_Blackstrap_Dark_rum_400px.png,5.36085855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Royal Jamaican Gold,Royal Jamaican,Jamaica,13,4.7,Aged,/brands/2319-royal-jamaican-gold,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/2319/small_Royal_Jamaican_Gold_rum_400px.png,4.734925638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Royal Jamaican Spiced,Royal Jamaican,Jamaica,3,5,Spiced,/brands/5913-royal-jamaican-spiced,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/5913/small_royal-jamaican-spiced.png,4.822727827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Royal Jamaican White,Royal Jamaican,Jamaica,2,2.5,Light,/brands/2318-royal-jamaican-white,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/2318/small_Royal-Jamaican_White_rum_400px.png,4.431342756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Royal Jamaican 10-Year,Royal Jamaican,Jamaica,7,6.9,Aged,/brands/3972-royal-jamaican-10-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/3972/small_Royal_Jamaican_10-Year.png,5.591272312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Royal Jamaican 12-Year,Royal Jamaican,Jamaica,2,7.5,Aged,/brands/6683-royal-jamaican-12-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/6683/small_1374766x.png,5.187310489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Royal Standard Dry,Unknown,United Kingdom,3,6.3,Light,/brands/5698-royal-standard-dry,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/5698/small_royal-standard-dry.png,5.096833721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,R. St Barth Authentic 12-Year,R. St Barth,Saint BarthÃ©lemy,2,7.5,Aged,/brands/673-r-st-barth-authentic-12-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/673/small_R.St_Barth_Authentic_12_year_rum.png,5.187310489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,R. St Barth Chic,R. St Barth,Saint BarthÃ©lemy,3,5,Gold,/brands/674-r-st-barth-chic,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/674/small_R.St_Barth_Chic_rum.png,4.822727827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,R. St Barth Cool,R. St Barth,Saint BarthÃ©lemy,1,7,Light,/brands/675-r-st-barth-cool,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/675/small_R.St_Barth_Cool_rum.png,4.957291548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Rubi Rey Reserve,Rubi Rey,Puerto Rico,1,3,Light,/brands/855-rubi-rey-reserve,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/855/small_Rubi_Rey_Reserve_rum.png,4.63017554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Rum Artesanal Des CaraÃ¯bes,Unknown,Dominican Republic,1,6,Gold,/brands/8463-rum-artesanal-des-caraibes,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.875512546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Rum Artesanal 1998 Diamond 20-Year,Unknown,Dominican Republic,1,8,Aged,/brands/11718-rum-artesanal-1998-diamond-20-year,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,5.03907055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Rum Artesanal 1998 Trinidad Caroni Single Cask 40 20-Year,Unknown,Dominican Republic,1,9,Aged,/brands/11345-rum-artesanal-1998-trinidad-caroni-single-cask-40-20-year,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,5.120849552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,RumBar Gold,Rum-Bar,Jamaica,9,4.6,Gold,/brands/4063-rumbar-gold,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/4063/small_rumbar-gold.png,4.697339395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Rum-Bar Cream,Rum-Bar,Jamaica,6,6.8,Flavored,/brands/5681-rum-bar-cream,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/5681/small_rum-bar-cream.png,5.480480632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Rum-Bar Gold,Rum-Bar,Jamaica,25,5,Gold,/brands/2170-rum-bar-gold,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/2170/small_Rum-Bar_Gold_rum_400px.png,4.930378799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Rum-Bar White Overproof,Rum-Bar,Jamaica,26,5,Overproof,/brands/862-rum-bar-white-overproof,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/862/small_Rum-Bar_White_Overproof_rum.png,4.932248925,8915601,15557032,89156,Rum-Bar,White Overproof,499,700,712.86,2018-08-22,Flaska,NA,NA,Jamaica,Worthy Park Estate,1423 Noble Spirit AB,NA,63.00%,BS,FALSE,FALSE,NA,78.41460000000001
NA,NA,NA,NA,NA,Rumbero 3-Year,Unknown,Cuba,11,4.5,Light,/brands/7976-rumbero-3-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/7976/small_rumbero-3-years.png,4.639094197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Rumbero 7-Year,Unknown,Cuba,4,3.3,Aged,/brands/8757-rumbero-7-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/8757/small_rumbero-7-year.png,4.387825411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Rumbullion Caraibes,Rumbullion,Caribbean,1,7,Aged,/brands/3943-rumbullion-caraibes,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.957291548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Rumbullion Navy Strength,Rumbullion,Caribbean,21,8,Overproof,/brands/1233-rumbullion-navy-strength,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/1233/small_Rumbullion_Navy_Strength_rum.png,6.876554912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Rumbullion Spiced,Rumbullion,Caribbean,120,7.6,Spiced,/brands/1234-rumbullion-spiced,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/1234/small_Rumbullion_Spiced_rum_400px.png,7.358319674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Rumbullion 2003 Trinidad,Rumbullion,Caribbean,1,9,Aged,/brands/5581-rumbullion-2003-trinidad,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/5581/small_rumbullion-2003-trinidad.png,5.120849552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Rumbullion XO 15-Year,Rumbullion,Caribbean,23,6.3,Aged,/brands/1747-rumbullion-xo-15-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/1747/small_rumbullion_xo_rum_400px_b.png,5.799862553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Rum & Cane Asia Pacific XO,Unknown,Andorra,7,6.6,Aged,/brands/4167-rum-cane-asia-pacific-xo,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/4167/small_West_Indies_Rum_and_Cane_Asia_Pacific_XO_rum_400px.png,5.476065431,8014601,24443144,80146,Rum & Cane,Asia Pacific XO,549,700,784.29,2020-02-11,Flaska,NA,NA,Varierande ursprung,Crucial Drinks,Sebastian Jofre Armijo,NA,43.00%,BS,FALSE,FALSE,NA,86.2719
NA,NA,NA,NA,NA,Rum & Cane Barbados Vom Fass,Unknown,Andorra,2,7,Aged,/brands/6581-rum-cane-barbados-vom-fass,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,5.111713716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Rum & Cane Barbados XO,Unknown,Andorra,2,8,Aged,/brands/5807-rum-cane-barbados-xo,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/5807/small_rum-cane-barbados-xo.png,5.262907262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Rum & Cane British West Indies XO,Unknown,Andorra,7,5.7,Aged,/brands/4005-rum-cane-british-west-indies-xo,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/4005/small_West_Indies_Rum_and_Cane_British_West_Indies_XO_rum_400px.png,5.130444787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Rum & Cane Caribbean Reserve Pampero 9-Year,Unknown,Andorra,0,0,Aged,/brands/6022-rum-cane-caribbean-reserve-pampero-9-year,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Rum & Cane Central American XO,Unknown,Andorra,6,6.7,Aged,/brands/4170-rum-cane-central-american-xo,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/4170/small_West_Indies_Rum_and_Cane_Central_American_XO_rum_400px.png,5.445653764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Rum & Cane Cuba XO,Unknown,Andorra,2,5,Aged,/brands/5460-rum-cane-cuba-xo,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/5460/small_west-indies-rum-and-cane-cuba-xo.png,4.809326622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Rum & Cane Fiji XO Single Cask,Unknown,Andorra,1,7,Aged,/brands/8826-rum-cane-fiji-xo-single-cask,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/8826/small_rum-cane-fiji-xo-single-cask.png,4.957291548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Rum & Cane French Oveaseas XO,Unknown,Andorra,9,6.9,Aged,/brands/4169-rum-cane-french-oveaseas-xo,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/4169/small_West_Indies_Rum_and_Cane_French_Oveaseas_XO_rum_400px.png,5.72066945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Rum & Cane French Overseas XO,Unknown,Andorra,2,7,Aged,/brands/4121-rum-cane-french-overseas-xo,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/4121/small_west-indies-rum-and-cane-french-overseas-xo.png,5.111713716,8499201,24443142,84992,Rum & Cane,French Overseas XO,549,700,784.29,2020-02-11,Flaska,NA,NA,Varierande ursprung,Crucial Drinks,Sebastian Jofre Armijo,NA,43.00%,BS,FALSE,FALSE,NA,86.2719
NA,NA,NA,NA,NA,Rum & Cane Grenada XO,Unknown,Andorra,1,5,Aged,/brands/8547-rum-cane-grenada-xo,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/8547/small_rum-cane-grenada-xo.png,4.793733544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Rum & Cane Guatemala XO,Unknown,Andorra,1,9,Aged,/brands/5967-rum-cane-guatemala-xo,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,5.120849552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Rum & Cane Guyana XO,Unknown,Andorra,3,8.7,Aged,/brands/6179-rum-cane-guyana-xo,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/6179/small_rum-cane-guyana-xo.png,5.602875373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Rum & Cane Jamaica XO,Unknown,Andorra,2,7.5,Aged,/brands/5966-rum-cane-jamaica-xo,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/5966/small_rum-cane-jamaica-xo.png,5.187310489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Rum & Cane Mauritius XO Single Cask,Unknown,Andorra,1,9,Aged,/brands/8869-rum-cane-mauritius-xo-single-cask,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/8869/small_rum-cane-mauritius-xo-single-cask.png,5.120849552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Rum & Cane Nicaragua XO,Unknown,Andorra,1,8,Aged,/brands/8143-rum-cane-nicaragua-xo,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/8143/small_west-indies-rum-and-cane-nicaragua-xo.png,5.03907055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Rum & Cane Panama XO Single Cask,Unknown,Andorra,1,8,Aged,/brands/8868-rum-cane-panama-xo-single-cask,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/8868/small_rum-cane-panama-xo-single-cask.png,5.03907055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Rum & Cane Philippines XO,Unknown,Andorra,0,0,Aged,/brands/4168-rum-cane-philippines-xo,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/4168/small_West_Indies_Rum_and_Cane_Philippines_XO_rum_400px.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Rum & Cane Spain XO Single Cask,Unknown,Andorra,2,6.5,Aged,/brands/5226-rum-cane-spain-xo-single-cask,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/5226/small_west-indies-rum-and-cane-spain-xo-single-cask.png,5.036116942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Rum & Cane Spanish Caribbean XO,Unknown,Andorra,6,7.5,Aged,/brands/4166-rum-cane-spanish-caribbean-xo,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/4166/small_West_Indies_Rum_and_Cane_Spanish_Caribbean_XO_rum_400px.png,5.724268712,8203201,24443143,82032,Rum & Cane,Spanish Caribbean XO,549,700,784.29,2020-02-11,Flaska,NA,NA,Varierande ursprung,Crucial Drinks,Sebastian Jofre Armijo,NA,43.00%,BS,FALSE,FALSE,NA,86.2719
NA,NA,NA,NA,NA,Rum & Cane Venezuela XO,Unknown,Andorra,0,0,Aged,/brands/6021-rum-cane-venezuela-xo,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Rum & Cane Venzuela XO Single Cask,Unknown,Andorra,2,8.5,Aged,/brands/5228-rum-cane-venzuela-xo-single-cask,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/5228/small_rum-cane-venzuela-xo-single-cask.png,5.338504035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Rum Cask Worthy Park 9-Year,Rum Cask,Germany,2,7.5,Aged,/brands/5160-rum-cask-worthy-park-9-year,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,5.187310489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
